#{"t_start": 1741385346.9208233, "env_id": "None"}
r,l,t
-9665.0,288,4187.95905
-10133.0,288,4189.77132
-11142.0,288,4190.381659
-10275.0,288,4190.9794
-8971.0,288,4191.574424
-8072.0,288,4192.153023
-10170.0,288,4193.108734
-7446.0,288,4193.685502
-10283.0,288,4195.468624
-8642.0,288,4199.464215
-9405.0,288,4200.059846
-11109.0,288,4200.679368
-9887.0,288,4201.263114
-8647.0,288,4202.073252
-8070.0,288,4202.638222
-11533.0,288,4203.329251
-8709.0,288,4205.092728
-8853.0,288,4205.673171
-9118.0,288,4206.286591
-8256.0,288,4206.893829
-8211.0,288,4207.476903
-8169.0,288,4208.070572
-10373.0,288,4208.740165
-9229.0,288,4210.538702
-8437.0,288,4211.138558
-9211.0,288,4212.008366
-10071.0,288,4212.639706
-9766.0,288,4216.685577
-9887.0,288,4217.308799
-9641.0,288,4217.917956
-11213.0,288,4219.845441
-9455.0,288,4220.47051
-10899.0,288,4221.343292
-10581.0,288,4221.952428
-9531.0,288,4222.546045
-9020.0,288,4223.156411
-9988.0,288,4223.825147
-8910.0,288,4225.610521
-12059.0,288,4226.244744
-8717.0,288,4226.842972
-10750.0,288,4227.468583
-8902.0,288,4228.078011
-11120.0,288,4228.719967
-9665.0,288,4229.39268
-8716.0,288,4234.825064
-9001.0,288,4235.388592
-10851.0,288,4236.036335
-9457.0,288,4236.689341
-9539.0,288,4237.296226
-10678.0,288,4237.925664
-10319.0,288,4238.559739
-9200.0,288,4240.433235
-9740.0,288,4241.256394
-8076.0,288,4241.850468
-8597.0,288,4242.44567
-9238.0,288,4243.051265
-8874.0,288,4243.641578
-9508.0,288,4244.25164
-10493.0,288,4246.110672
-8878.0,288,4246.736333
-9894.0,288,4247.378055
-9264.0,288,4251.490479
-8729.0,288,4252.076567
-9153.0,288,4252.729615
-9868.0,288,4253.377476
-10935.0,288,4255.174243
-8917.0,288,4255.798938
-9613.0,288,4256.426674
-10855.0,288,4257.05649
-9305.0,288,4257.722065
-9780.0,288,4258.337465
-11924.0,288,4259.195169
-8105.0,288,4260.981969
-9365.0,288,4261.596927
-9072.0,288,4262.175288
-8221.0,288,4262.82921
-8471.0,288,4263.412885
-8832.0,288,4264.00684
-10268.0,288,4264.64406
-10546.0,288,4268.823123
-8701.0,288,4270.64782
-8581.0,288,4271.268985
-9371.0,288,4271.818949
-10008.0,288,4272.430127
-10182.0,288,4273.047366
-9696.0,288,4273.647057
-8314.0,288,4274.238654
-8875.0,288,4276.178575
-8986.0,288,4276.791216
-9506.0,288,4277.426882
-7739.0,288,4278.231184
-9327.0,288,4278.844154
-9101.0,288,4279.470386
-10291.0,288,4280.097216
-9780.0,288,4282.009548
-10855.0,288,4282.614464
-10223.0,288,4286.56346
-10452.0,288,4287.194957
-9723.0,288,4288.067694
-9122.0,288,4288.677442
-9371.0,288,4289.284651
-8941.0,288,4291.065834
-8858.0,288,4291.677665
-8745.0,288,4292.273751
-9799.0,288,4292.977772
-8672.0,288,4293.574144
-8292.0,288,4294.1666
-9359.0,288,4294.743195
-8134.0,288,4296.501711
-8407.0,288,4297.294073
-9099.0,288,4297.94706
-12947.0,288,4298.582964
-9796.0,288,4299.1925
-11175.0,288,4303.130132
-9284.0,288,4303.71502
-10297.0,288,4305.567659
-11381.0,288,4306.163134
-8959.0,288,4307.008291
-8903.0,288,4307.632897
-10617.0,288,4308.263815
-9759.0,288,4308.88314
-11205.0,288,4309.538801
-10433.0,288,4311.349877
-8736.0,288,4311.948268
-9787.0,288,4312.568389
-9853.0,288,4313.176282
-9186.0,288,4313.766467
-9991.0,288,4314.39195
-8879.0,288,4314.990986
-8932.0,288,4317.082729
-10996.0,288,4317.710864
-10033.0,288,4321.624845
-8299.0,288,4322.281569
-9554.0,288,4322.900499
-9466.0,288,4323.535493
-9622.0,288,4324.163505
-8400.0,288,4326.16196
-9557.0,288,4326.790877
-11551.0,288,4327.468997
-10347.0,288,4328.092748
-9748.0,288,4328.711649
-8897.0,288,4329.322492
-10770.0,288,4329.935224
-10820.0,288,4330.58308
-10692.0,288,4332.351941
-9391.0,288,4333.069851
-10938.0,288,4333.712224
-9502.0,288,4334.322053
-9928.0,288,4338.439978
-10183.0,288,4339.042191
-8359.0,288,4339.722046
-10444.0,288,4341.507941
-10800.0,288,4342.13325
-9885.0,288,4342.727284
-8233.0,288,4343.305588
-10150.0,288,4344.165128
-11320.0,288,4344.860173
-10141.0,288,4345.463862
-10157.0,288,4347.26399
-8282.0,288,4347.866103
-11091.0,288,4348.500598
-9257.0,288,4349.120207
-11729.0,288,4349.795899
-8162.0,288,4350.42179
-9239.0,288,4351.038293
-8111.0,288,4356.387656
-10406.0,288,4357.015722
-8857.0,288,4357.635887
-8177.0,288,4358.249887
-8923.0,288,4358.868632
-11108.0,288,4359.49582
-11728.0,288,4360.205483
-9889.0,288,4362.066182
-11911.0,288,4362.683199
-9485.0,288,4363.316259
-9326.0,288,4364.152433
-11545.0,288,4364.781716
-11144.0,288,4365.462353
-9746.0,288,4366.10305
-9888.0,288,4367.88533
-8712.0,288,4368.464689
-10049.0,288,4369.090875
-8244.0,288,4369.651515
-9925.0,288,4373.798124
-8100.0,288,4374.380247
-7899.0,288,4374.938992
-10821.0,288,4376.841906
-9194.0,288,4377.450422
-10502.0,288,4378.076022
-8144.0,288,4378.690028
-8289.0,288,4379.261927
-9995.0,288,4379.856977
-10096.0,288,4380.475162
-12334.0,288,4382.32654
-10462.0,288,4383.188015
-10789.0,288,4383.817047
-8975.0,288,4384.41345
-9732.0,288,4384.977468
-9677.0,288,4385.60905
-8493.0,288,4386.185301
-8638.0,288,4391.220576
-9986.0,288,4392.091918
-11117.0,288,4392.708813
-10650.0,288,4393.33631
-10196.0,288,4393.963983
-9292.0,288,4394.591366
-9311.0,288,4395.185415
-9550.0,288,4395.795627
-10823.0,288,4397.706515
-8861.0,288,4398.295578
-8661.0,288,4398.875152
-9015.0,288,4399.469186
-10485.0,288,4400.094291
-9982.0,288,4400.942386
-10423.0,288,4401.536059
-10555.0,288,4403.410254
-11793.0,288,4404.058226
-8657.0,288,4404.670174
-9556.0,288,4408.56111
-8700.0,288,4409.159522
-9714.0,288,4410.006631
-11027.0,288,4410.637856
-10214.0,288,4412.451663
-8600.0,288,4413.093158
-9443.0,288,4413.734062
-10158.0,288,4414.396812
-10528.0,288,4415.007436
-9649.0,288,4415.626019
-9896.0,288,4416.266687
-9443.0,288,4418.058378
-9501.0,288,4418.676053
-8099.0,288,4419.299167
-8502.0,288,4420.202335
-9685.0,288,4420.825388
-11177.0,288,4421.419735
-8620.0,288,4425.174708
-10230.0,288,4427.035943
-10074.0,288,4427.668996
-11487.0,288,4428.290502
-8994.0,288,4429.126309
-10142.0,288,4429.751523
-8181.0,288,4430.332168
-8232.0,288,4430.879924
-9042.0,288,4432.751825
-11824.0,288,4433.37784
-8170.0,288,4433.990497
-10293.0,288,4434.610307
-8310.0,288,4435.206432
-9752.0,288,4435.819331
-10545.0,288,4436.459312
-9763.0,288,4438.343404
-8850.0,288,4439.173256
-8727.0,288,4443.035828
-9499.0,288,4443.64467
-7897.0,288,4444.262009
-10528.0,288,4444.8992
-10355.0,288,4445.555644
-8255.0,288,4447.327945
-11278.0,288,4447.940411
-8915.0,288,4448.767818
-9771.0,288,4449.461533
-10023.0,288,4450.094031
-12201.0,288,4450.690493
-9598.0,288,4451.301471
-9044.0,288,4453.082734
-10584.0,288,4453.724368
-11391.0,288,4454.407579
-9298.0,288,4455.03927
-9228.0,288,4455.627841
-9017.0,288,4456.238184
-10206.0,288,4460.395959
-10312.0,288,4461.027832
-8759.0,288,4462.837426
-8999.0,288,4463.417763
-9089.0,288,4464.01196
-8776.0,288,4464.597912
-8520.0,288,4465.222842
-8589.0,288,4465.784991
-8417.0,288,4466.712098
-8664.0,288,4468.498475
-8031.0,288,4469.1161
-10238.0,288,4469.738411
-9060.0,288,4470.364861
-9946.0,288,4470.991127
-8948.0,288,4471.670087
-9367.0,288,4472.279448
-10202.0,288,4474.1131
-9741.0,288,4478.366619
-9267.0,288,4479.00608
-8643.0,288,4479.633586
-9342.0,288,4480.248021
-10826.0,288,4480.87107
-8375.0,288,4481.436101
-11339.0,288,4483.301704
-7519.0,288,4483.86724
-7976.0,288,4484.463808
-8137.0,288,4485.043744
-9194.0,288,4485.881663
-10093.0,288,4486.49258
-11634.0,288,4487.183301
-10763.0,288,4488.996974
-9829.0,288,4489.645175
-8852.0,288,4490.21878
-9630.0,288,4490.827066
-11339.0,288,4495.018802
-11469.0,288,4495.664358
-8071.0,288,4496.290117
-9292.0,288,4498.182901
-7309.0,288,4498.766115
-8818.0,288,4499.340547
-9213.0,288,4499.957
-9033.0,288,4500.539433
-9601.0,288,4501.0989
-10943.0,288,4501.707233
-8838.0,288,4503.615905
-9414.0,288,4504.243548
-9033.0,288,4505.084568
-9448.0,288,4505.698151
-8947.0,288,4506.288326
-9505.0,288,4506.904282
-9722.0,288,4507.553308
-9669.0,288,4509.435536
-9991.0,288,4513.132829
-9907.0,288,4513.992203
-11364.0,288,4514.714996
-10751.0,288,4515.372313
-9395.0,288,4515.952533
-8632.0,288,4516.535654
-9691.0,288,4518.336223
-10324.0,288,4518.946809
-10386.0,288,4519.637083
-9305.0,288,4520.228218
-9842.0,288,4520.835001
-12688.0,288,4521.475277
-8258.0,288,4522.053408
-9841.0,288,4522.947932
-12330.0,288,4524.904353
-10378.0,288,4525.552962
-9506.0,288,4526.181468
-8813.0,288,4530.229253
-9457.0,288,4530.854778
-8860.0,288,4531.502204
-8301.0,288,4532.086842
-9588.0,288,4534.103099
-9482.0,288,4534.704861
-9430.0,288,4535.318624
-11756.0,288,4535.92995
-11777.0,288,4536.63764
-9931.0,288,4537.321882
-9537.0,288,4537.913683
-9845.0,288,4539.731009
-8833.0,288,4540.338615
-9728.0,288,4540.947901
-9627.0,288,4541.607363
-7571.0,288,4542.405488
-8856.0,288,4543.017284
-9126.0,288,4546.928396
-8271.0,288,4548.79226
-8962.0,288,4549.373418
-7946.0,288,4549.933989
-10018.0,288,4550.572424
-9882.0,288,4551.189954
-10144.0,288,4552.044976
-9940.0,288,4552.668451
-8621.0,288,4554.557474
-8467.0,288,4555.15115
-9593.0,288,4555.74519
-10421.0,288,4556.353528
-11623.0,288,4556.990939
-9594.0,288,4557.591353
-8819.0,288,4558.198859
-9883.0,288,4560.096528
-8828.0,288,4560.684302
-11096.0,288,4561.305815
-11581.0,288,4565.456689
-10341.0,288,4566.065118
-8520.0,288,4566.712533
-9256.0,288,4567.309956
-10297.0,288,4569.177721
-8669.0,288,4569.771284
-10180.0,288,4570.398202
-13240.0,288,4571.288934
-9037.0,288,4571.906683
-10693.0,288,4572.546601
-9822.0,288,4573.168585
-9027.0,288,4574.997356
-8084.0,288,4575.565854
-8035.0,288,4576.123386
-10404.0,288,4576.804794
-10193.0,288,4577.442234
-9035.0,288,4578.061538
-9097.0,288,4581.956322
-9603.0,288,4583.806941
-8648.0,288,4584.427442
-9027.0,288,4585.016251
-8485.0,288,4585.657655
-9890.0,288,4586.27105
-8103.0,288,4586.917083
-9101.0,288,4587.506329
-10170.0,288,4588.124642
-8243.0,288,4590.232956
-9197.0,288,4590.811537
-9756.0,288,4591.422848
-9093.0,288,4592.031656
-10170.0,288,4592.670016
-9837.0,288,4593.282735
-7801.0,288,4593.857254
-9852.0,288,4595.756177
-10296.0,288,4596.383471
-11378.0,288,4600.357411
-10560.0,288,4601.044354
-13441.0,288,4601.686929
-9067.0,288,4602.312459
-8921.0,288,4602.890205
-8156.0,288,4604.69457
-8648.0,288,4605.305668
-11115.0,288,4605.934581
-8138.0,288,4606.610341
-10569.0,288,4607.234929
-10913.0,288,4608.093887
-8786.0,288,4608.702317
-9609.0,288,4610.526834
-10674.0,288,4611.155235
-9040.0,288,4611.804902
-10966.0,288,4612.443248
-7972.0,288,4613.048797
-10352.0,288,4616.924522
-10740.0,288,4617.594209
-8463.0,288,4619.360314
-8511.0,288,4619.937211
-9663.0,288,4620.537676
-10526.0,288,4621.161451
-8849.0,288,4621.786922
-8969.0,288,4622.383376
-11627.0,288,4623.063255
-10093.0,288,4624.847187
-10825.0,288,4625.472823
-9513.0,288,4626.064095
-10113.0,288,4626.906907
-8864.0,288,4627.492641
-9113.0,288,4628.112042
-9792.0,288,4628.73898
-10940.0,288,4630.549374
-8837.0,288,4634.463029
-9987.0,288,4635.080044
-8751.0,288,4635.690511
-7770.0,288,4636.533864
-11354.0,288,4637.14261
-10852.0,288,4637.767971
-11911.0,288,4639.669127
-9466.0,288,4640.270491
-9711.0,288,4640.888808
-8784.0,288,4641.483627
-9928.0,288,4642.096058
-10188.0,288,4642.758776
-8334.0,288,4643.460976
-9280.0,288,4645.269269
-9041.0,288,4646.097212
-8613.0,288,4646.721793
-10458.0,288,4647.33338
-8533.0,288,4647.931081
-9662.0,288,4651.897235
-9768.0,288,4652.510144
-8060.0,288,4653.082179
-10042.0,288,4654.957471
-10500.0,288,4655.801711
-10888.0,288,4656.4447
-8905.0,288,4657.044833
-11057.0,288,4657.661929
-11876.0,288,4658.279852
-8667.0,288,4658.945636
-9485.0,288,4660.706053
-9966.0,288,4661.31507
-10829.0,288,4661.932827
-11196.0,288,4662.562456
-9439.0,288,4663.130196
-11564.0,288,4663.802659
-10655.0,288,4664.663592
-10350.0,288,4669.38255
-9950.0,288,4670.010523
-8612.0,288,4670.583553
-8159.0,288,4671.143842
-8939.0,288,4671.741205
-10269.0,288,4672.562852
-9294.0,288,4673.146612
-9130.0,288,4675.082864
-8429.0,288,4675.707649
-9621.0,288,4676.313179
-8907.0,288,4676.972175
-10315.0,288,4677.582637
-12281.0,288,4678.223958
-10096.0,288,4678.849624
-11387.0,288,4680.819618
-11169.0,288,4681.443696
-9275.0,288,4682.057867
-9526.0,288,4686.084564
-9678.0,288,4686.679841
-7982.0,288,4687.317755
-8834.0,288,4687.91827
-8785.0,288,4689.69484
-10245.0,288,4690.319111
-9706.0,288,4690.943805
-10399.0,288,4691.567831
-9622.0,288,4692.475858
-9316.0,288,4693.098968
-9346.0,288,4693.735208
-9795.0,288,4695.524736
-9415.0,288,4696.14716
-9081.0,288,4696.740666
-9954.0,288,4697.355602
-9304.0,288,4698.000357
-8015.0,288,4698.601639
-9270.0,288,4699.1802
-8235.0,288,4704.511713
-8824.0,288,4705.117045
-7996.0,288,4705.680955
-10920.0,288,4706.28745
-10015.0,288,4706.932951
-8871.0,288,4707.51186
-9196.0,288,4708.117965
-10882.0,288,4710.008972
-8931.0,288,4710.584971
-8511.0,288,4711.4088
-10812.0,288,4712.04373
-10888.0,288,4712.678928
-9610.0,288,4713.306628
-10505.0,288,4713.948968
-9361.0,288,4714.549727
-8731.0,288,4716.433592
-9717.0,288,4717.011206
-8699.0,288,4721.057061
-9632.0,288,4721.663939
-8831.0,288,4722.302652
-9542.0,288,4722.904461
-11983.0,288,4723.514066
-9325.0,288,4725.291669
-9543.0,288,4725.900747
-10761.0,288,4726.509518
-10894.0,288,4727.207094
-9459.0,288,4727.844541
-9615.0,288,4728.469747
-9619.0,288,4729.332816
-9238.0,288,4731.135174
-8844.0,288,4731.743514
-8034.0,288,4732.392225
-10477.0,288,4733.018656
-10088.0,288,4733.651325
-9677.0,288,4737.335685
-9175.0,288,4738.181467
-9472.0,288,4740.059133
-10540.0,288,4740.650341
-10298.0,288,4741.261249
-8159.0,288,4741.869593
-9553.0,288,4742.46657
-10549.0,288,4743.062322
-9802.0,288,4743.723807
-9882.0,288,4745.553964
-8521.0,288,4746.119609
-10388.0,288,4746.739086
-8957.0,288,4747.335402
-9112.0,288,4748.182081
-9900.0,288,4748.887792
-8304.0,288,4749.483638
-8291.0,288,4751.292666
-8293.0,288,4751.857199
-8011.0,288,4755.772685
-8544.0,288,4756.353557
-8950.0,288,4757.184807
-9435.0,288,4757.779882
-10233.0,288,4758.407982
-10624.0,288,4760.310613
-10270.0,288,4760.936064
-9113.0,288,4761.542253
-9801.0,288,4762.156204
-9573.0,288,4762.786704
-10381.0,288,4763.425272
-10161.0,288,4764.057693
-10346.0,288,4765.903121
-9888.0,288,4766.545361
-8288.0,288,4767.341803
-9829.0,288,4767.928383
-7946.0,288,4768.490513
-9703.0,288,4772.395632
-9571.0,288,4773.044152
-9227.0,288,4774.941218
-7574.0,288,4775.539841
-11998.0,288,4776.381377
-9213.0,288,4776.989248
-8072.0,288,4777.591358
-8773.0,288,4778.171633
-9794.0,288,4778.781008
-11133.0,288,4779.405727
-7920.0,288,4781.271331
-7527.0,288,4781.867858
-10668.0,288,4782.484155
-10147.0,288,4783.106148
-11328.0,288,4783.73313
-10209.0,288,4784.35853
-9572.0,288,4785.29173
-8652.0,288,4787.07374
-9171.0,288,4790.820142
-11384.0,288,4791.447633
-9690.0,288,4792.050252
-8946.0,288,4792.640152
-8973.0,288,4793.282614
-9187.0,288,4793.894861
-9849.0,288,4796.018235
-10049.0,288,4796.623691
-9447.0,288,4797.251262
-10422.0,288,4797.897186
-9677.0,288,4798.525348
-11081.0,288,4799.155846
-9229.0,288,4799.775059
-10005.0,288,4801.669639
-10675.0,288,4802.280457
-11304.0,288,4802.910677
-11067.0,288,4803.544014
-9579.0,288,4807.713974
-7642.0,288,4808.308019
-8755.0,288,4808.902218
-10404.0,288,4810.772012
-11092.0,288,4811.39683
-8777.0,288,4812.011099
-9992.0,288,4812.62639
-9199.0,288,4813.255361
-8774.0,288,4814.060239
-10267.0,288,4814.673115
-10398.0,288,4816.54649
-9389.0,288,4817.174995
-10317.0,288,4817.792334
-8098.0,288,4818.360049
-8687.0,288,4818.955175
-8709.0,288,4819.542395
-9511.0,288,4820.141157
-9103.0,288,4825.530283
-8620.0,288,4826.096023
-9276.0,288,4826.704985
-10135.0,288,4827.396339
-10042.0,288,4827.987929
-9250.0,288,4828.5661
-9683.0,288,4829.172975
-10013.0,288,4830.982759
-11277.0,288,4831.598512
-9536.0,288,4832.295104
-9668.0,288,4833.161189
-10603.0,288,4833.78885
-9239.0,288,4834.386456
-9270.0,288,4834.950155
-10883.0,288,4836.737233
-9601.0,288,4837.45968
-8916.0,288,4838.042356
-11428.0,288,4838.668497
-8422.0,288,4842.790851
-10483.0,288,4843.448548
-8996.0,288,4844.035053
-9263.0,288,4844.628745
-9344.0,288,4846.41474
-8776.0,288,4846.994659
-9607.0,288,4847.643327
-10530.0,288,4848.270835
-10150.0,288,4848.960769
-9598.0,288,4849.565337
-7587.0,288,4850.16218
-9923.0,288,4852.193558
-9086.0,288,4852.749477
-9336.0,288,4853.343833
-8971.0,288,4853.999804
-11157.0,288,4854.627688
-8923.0,288,4855.206799
-8587.0,288,4859.086341
-10234.0,288,4860.93223
-11083.0,288,4861.78089
-9100.0,288,4862.37749
-8208.0,288,4863.003706
-7536.0,288,4863.582197
-11290.0,288,4864.208588
-9796.0,288,4864.832678
-8674.0,288,4866.711012
-9035.0,288,4867.308783
-9325.0,288,4867.914182
-9074.0,288,4868.50977
-9731.0,288,4869.138856
-7403.0,288,4869.95054
-9456.0,288,4870.568293
-9240.0,288,4872.464108
-9375.0,288,4873.08543
-9242.0,288,4876.72585
-9908.0,288,4877.370575
-8445.0,288,4877.998309
-10047.0,288,4878.601809
-8562.0,288,4879.422379
-9573.0,288,4881.209515
-9593.0,288,4881.834982
-10682.0,288,4882.468057
-9747.0,288,4883.197483
-10985.0,288,4883.82049
-10747.0,288,4884.445328
-9798.0,288,4885.085084
-8924.0,288,4886.838533
-9597.0,288,4887.452079
-9334.0,288,4888.148388
-10343.0,288,4888.988611
-9243.0,288,4889.616203
-10118.0,288,4890.241296
-9049.0,288,4894.180849
-9972.0,288,4896.069395
-9789.0,288,4896.679504
-12253.0,288,4897.30074
-9375.0,288,4897.895947
-11127.0,288,4898.761865
-9521.0,288,4899.387345
-8767.0,288,4899.970157
-9373.0,288,4901.857606
-10016.0,288,4902.477482
-8940.0,288,4903.086627
-8540.0,288,4903.69765
-9735.0,288,4904.28068
-9682.0,288,4904.892367
-9556.0,288,4905.5175
-10794.0,288,4906.087531
-10861.0,288,4908.023415
-9783.0,288,4912.136599
-9509.0,288,4912.763371
-10862.0,288,4913.430689
-9140.0,288,4914.05367
-10181.0,288,4914.650973
-10709.0,288,4915.270208
-8644.0,288,4917.047276
-10871.0,288,4917.898499
-9275.0,288,4918.596343
-9443.0,288,4919.196628
-8710.0,288,4919.822769
-10610.0,288,4920.463104
-9345.0,288,4921.089212
-9968.0,288,4922.878207
-8934.0,288,4923.54296
-9165.0,288,4924.165811
-11032.0,288,4924.805194
-8972.0,288,4928.817745
-8727.0,288,4929.449009
-10038.0,288,4930.116248
-8973.0,288,4931.924889
-9743.0,288,4932.505236
-8850.0,288,4933.089192
-8238.0,288,4933.667438
-8560.0,288,4934.261396
-10590.0,288,4934.921964
-9374.0,288,4935.826914
-10213.0,288,4937.586137
-10436.0,288,4938.217512
-8320.0,288,4938.795751
-10208.0,288,4939.423711
-8776.0,288,4940.062325
-10461.0,288,4940.756414
-8531.0,288,4941.351578
-8836.0,288,4943.135375
-8663.0,288,4946.857535
-9940.0,288,4947.43946
-9458.0,288,4948.036299
-9841.0,288,4948.649859
-8688.0,288,4949.23784
-9975.0,288,4949.8492
-8829.0,288,4951.746135
-8421.0,288,4952.34434
-9157.0,288,4952.922608
-9088.0,288,4953.552768
-10036.0,288,4954.373069
-9384.0,288,4955.000803
-10606.0,288,4955.685814
-11012.0,288,4957.493989
-7751.0,288,4958.12252
-9219.0,288,4958.744712
-9785.0,288,4959.351411
-8482.0,288,4963.57614
-9054.0,288,4964.190108
-9766.0,288,4964.811028
-9246.0,288,4966.723879
-9947.0,288,4967.35139
-9816.0,288,4967.95014
-9435.0,288,4968.57513
-7684.0,288,4969.186596
-8739.0,288,4969.781561
-7610.0,288,4970.359412
-10381.0,288,4970.97705
-8792.0,288,4972.832298
-9483.0,288,4973.689507
-9485.0,288,4974.331134
-11345.0,288,4974.941561
-9916.0,288,4975.585515
-9835.0,288,4976.189374
-11104.0,288,4980.028563
-9284.0,288,4981.909385
-8608.0,288,4982.751339
-10778.0,288,4983.365355
-8845.0,288,4983.959568
-11259.0,288,4984.593009
-9543.0,288,4985.213564
-10119.0,288,4985.824439
-11920.0,288,4987.731237
-10787.0,288,4988.343947
-9136.0,288,4988.974905
-11042.0,288,4989.593275
-8315.0,288,4990.172444
-8573.0,288,4990.767674
-11444.0,288,4991.627956
-10845.0,288,4993.533871
-9993.0,288,4994.126273
-9381.0,288,4994.748322
-11768.0,288,4998.689865
-9709.0,288,4999.314209
-9166.0,288,4999.96584
-8634.0,288,5000.54685
-10172.0,288,5002.575155
-8516.0,288,5003.189025
-9110.0,288,5003.772747
-9122.0,288,5004.395902
-10893.0,288,5005.07917
-11644.0,288,5005.702554
-8793.0,288,5006.314792
-10820.0,288,5008.111182
-10662.0,288,5008.705835
-9596.0,288,5009.31814
-9847.0,288,5009.996019
-9243.0,288,5010.867842
-10223.0,288,5011.494593
-8380.0,288,5015.317214
-10638.0,288,5017.193481
-10700.0,288,5017.829937
-9307.0,288,5018.458928
-9240.0,288,5019.041647
-10179.0,288,5019.665483
-9114.0,288,5020.53055
-8618.0,288,5021.127382
-9962.0,288,5022.997544
-9629.0,288,5023.629522
-8726.0,288,5024.238339
-8808.0,288,5024.847382
-9363.0,288,5025.457642
-13231.0,288,5026.114128
-10096.0,288,5026.722806
-9643.0,288,5028.633518
-9130.0,288,5029.246669
-9728.0,288,5029.868262
-9254.0,288,5033.928497
-9458.0,288,5034.581123
-8924.0,288,5035.192921
-9281.0,288,5035.801522
-9034.0,288,5036.429529
-9120.0,288,5038.233267
-11530.0,288,5038.845263
-9060.0,288,5039.724723
-8916.0,288,5040.333425
-12043.0,288,5040.947107
-8231.0,288,5041.579681
-9498.0,288,5042.175322
-9961.0,288,5043.987591
-10656.0,288,5044.619999
-10776.0,288,5045.310304
-9717.0,288,5045.949431
-9675.0,288,5046.570355
-8647.0,288,5050.67531
-9106.0,288,5051.272625
-10450.0,288,5053.114517
-9449.0,288,5053.72651
-10219.0,288,5054.355539
-11863.0,288,5054.964721
-7982.0,288,5055.571342
-10037.0,288,5056.162211
-10195.0,288,5056.77642
-7926.0,288,5058.810923
-8310.0,288,5059.410237
-8128.0,288,5059.967105
-9546.0,288,5060.550242
-8974.0,288,5061.146362
-9018.0,288,5061.739782
-9525.0,288,5062.339331
-9808.0,288,5064.232209
-8438.0,288,5068.164354
-8691.0,288,5068.765031
-8786.0,288,5069.410311
-11715.0,288,5070.037481
-9355.0,288,5070.662777
-8742.0,288,5071.258905
-10751.0,288,5073.067617
-9577.0,288,5073.682601
-8683.0,288,5074.333047
-8341.0,288,5074.915803
-9580.0,288,5075.524198
-9143.0,288,5076.337995
-11223.0,288,5076.966267
-9805.0,288,5078.789885
-9015.0,288,5079.416083
-11078.0,288,5080.086855
-10203.0,288,5080.731255
-9340.0,288,5081.343282
-10627.0,288,5085.429831
-9862.0,288,5086.103426
-11481.0,288,5087.930112
-8617.0,288,5088.511104
-8719.0,288,5089.110444
-10771.0,288,5089.733313
-10878.0,288,5090.359341
-9377.0,288,5091.004321
-8882.0,288,5091.602182
-10676.0,288,5093.401841
-8062.0,288,5093.984683
-10118.0,288,5094.602222
-10148.0,288,5095.4328
-9267.0,288,5096.013517
-8789.0,288,5096.685395
-11815.0,288,5097.303887
-8403.0,288,5097.907914
-10184.0,288,5103.013904
-9528.0,288,5103.633479
-9664.0,288,5104.48781
-8694.0,288,5105.075094
-10100.0,288,5105.68154
-9742.0,288,5106.31146
-10700.0,288,5106.987879
-8834.0,288,5108.878062
-8960.0,288,5109.49033
-12145.0,288,5110.119628
-11450.0,288,5110.729255
-8333.0,288,5111.359016
-10807.0,288,5112.091937
-8881.0,288,5112.680986
-8925.0,288,5114.744054
-8721.0,288,5115.325669
-9134.0,288,5115.951728
-9907.0,288,5119.619899
-9381.0,288,5120.228061
-10539.0,288,5120.869957
-7956.0,288,5121.421843
-7338.0,288,5123.531485
-9752.0,288,5124.122905
-9334.0,288,5124.719208
-8084.0,288,5125.327818
-10685.0,288,5125.957163
-9458.0,288,5126.55978
-9595.0,288,5127.236446
-11233.0,288,5129.037057
-9067.0,288,5129.650935
-9709.0,288,5130.247631
-9369.0,288,5130.857197
-10196.0,288,5131.465343
-8325.0,288,5132.343598
-9308.0,288,5132.979674
-10356.0,288,5138.188121
-9518.0,288,5138.763117
-8624.0,288,5139.35741
-11225.0,288,5139.980987
-7393.0,288,5140.541506
-10228.0,288,5141.371569
-9797.0,288,5141.998622
-9108.0,288,5143.870071
-10020.0,288,5144.491078
-9208.0,288,5145.106799
-9638.0,288,5145.716916
-10339.0,288,5146.344768
-9686.0,288,5146.923936
-11345.0,288,5147.556856
-12256.0,288,5149.470725
-10018.0,288,5150.096187
-10581.0,288,5150.704031
-10945.0,288,5154.873379
-8297.0,288,5155.47023
-10321.0,288,5156.139336
-9163.0,288,5156.763847
-9335.0,288,5158.577573
-9565.0,288,5159.18759
-8405.0,288,5159.7662
-8688.0,288,5160.363065
-9123.0,288,5161.257662
-10752.0,288,5161.883407
-11049.0,288,5162.532544
-8932.0,288,5163.123071
-9172.0,288,5164.910922
-9434.0,288,5165.489988
-9865.0,288,5166.146979
-10267.0,288,5166.775377
-11859.0,288,5167.405887
-8212.0,288,5171.459946
-11268.0,288,5172.076369
-9059.0,288,5173.923439
-7586.0,288,5174.490112
-9502.0,288,5175.12401
-9404.0,288,5175.749896
-8606.0,288,5176.312702
-8295.0,288,5176.906185
-10126.0,288,5177.517925
-11301.0,288,5179.417749
-10260.0,288,5180.275693
-10525.0,288,5180.887968
-9197.0,288,5181.501166
-9843.0,288,5182.124641
-9285.0,288,5182.749792
-8462.0,288,5183.328369
