#{"t_start": 1741202062.4214797, "env_id": "None"}
r,l,t
-11953.0,288,533.317844
-10586.0,288,533.812807
-10361.0,288,534.307644
-12171.0,288,534.814753
-10789.0,288,536.603631
-12059.0,288,537.113202
-11939.0,288,537.605846
-11686.0,288,538.24805
-10920.0,288,538.748046
-12129.0,288,539.258889
-10224.0,288,539.76323
-10590.0,288,545.053615
-11224.0,288,545.537542
-11930.0,288,546.040894
-11239.0,288,546.562382
-11742.0,288,547.03732
-11761.0,288,547.509755
-11764.0,288,548.01662
-10644.0,288,549.927639
-9601.0,288,550.434437
-12138.0,288,550.930685
-11273.0,288,551.424186
-12044.0,288,551.919813
-13042.0,288,552.413554
-9129.0,288,552.883433
-10825.0,288,554.599865
-11783.0,288,555.223072
-11910.0,288,555.711119
-9978.0,288,559.538836
-12292.0,288,560.01984
-10669.0,288,560.65363
-12243.0,288,561.134373
-13359.0,288,562.844657
-11322.0,288,563.326364
-11280.0,288,563.828368
-12773.0,288,564.312591
-10109.0,288,564.793139
-9335.0,288,565.266393
-12447.0,288,565.903761
-11702.0,288,567.631485
-10359.0,288,568.118704
-10136.0,288,568.597967
-11553.0,288,569.081255
-12971.0,288,569.553439
-14395.0,288,570.037717
-11654.0,288,570.513297
-13254.0,288,575.677674
-11120.0,288,576.165755
-12441.0,288,576.651048
-13392.0,288,577.284946
-10741.0,288,577.770693
-10765.0,288,578.275189
-11344.0,288,578.770316
-14093.0,288,580.446016
-13038.0,288,580.933131
-11358.0,288,581.412799
-10863.0,288,581.876525
-14520.0,288,582.490236
-10790.0,288,582.960984
-11979.0,288,583.440616
-11042.0,288,583.909614
-10668.0,288,585.607641
-11319.0,288,586.073917
-11516.0,288,589.99252
-13016.0,288,590.475786
-11793.0,288,591.047014
-11298.0,288,591.517718
-14104.0,288,591.985332
-11399.0,288,593.69401
-10553.0,288,594.343584
-9911.0,288,594.815136
-10849.0,288,595.282628
-10309.0,288,595.747032
-10267.0,288,596.216756
-12052.0,288,596.69272
-11633.0,288,598.369976
-12379.0,288,598.84591
-11400.0,288,599.469366
-10686.0,288,599.954223
-10582.0,288,600.440972
-11654.0,288,604.248821
-12041.0,288,604.879038
-11131.0,288,606.576019
-14663.0,288,607.040778
-11323.0,288,607.515219
-12033.0,288,607.979894
-10131.0,288,608.454305
-10768.0,288,608.936907
-12050.0,288,609.403816
-11287.0,288,611.230253
-11339.0,288,611.711193
-10538.0,288,612.231444
-11552.0,288,612.716555
-13224.0,288,613.185296
-11552.0,288,613.651251
-12217.0,288,614.135371
-13467.0,288,615.931475
-11791.0,288,616.436955
-13074.0,288,620.19019
-11124.0,288,620.678587
-11606.0,288,621.310278
-12497.0,288,621.780814
-12228.0,288,622.266458
-10782.0,288,623.97894
-10978.0,288,624.470397
-11793.0,288,624.950767
-12131.0,288,625.44803
-11087.0,288,625.932869
-11108.0,288,626.554601
-10162.0,288,627.031858
-11235.0,288,628.726745
-12221.0,288,629.219036
-11531.0,288,629.721045
-10455.0,288,630.190684
-12657.0,288,630.666961
-10664.0,288,634.643892
-11721.0,288,635.119295
-11010.0,288,636.813274
-11518.0,288,637.313765
-11225.0,288,637.786111
-10042.0,288,638.421137
-12147.0,288,638.904703
-10794.0,288,639.387414
-11232.0,288,639.871317
-11316.0,288,640.347962
-10637.0,288,642.033836
-13890.0,288,642.516022
-10457.0,288,643.005926
-11384.0,288,643.630983
-10764.0,288,644.104765
-10772.0,288,644.583197
-12696.0,288,645.08278
-11336.0,288,650.262465
-10220.0,288,650.756244
-12392.0,288,651.244954
-11151.0,288,651.750338
-11022.0,288,652.234588
-9222.0,288,652.705961
-10982.0,288,653.174321
-13009.0,288,655.033477
-13008.0,288,655.516067
-13203.0,288,656.011725
-13722.0,288,656.497769
-11860.0,288,656.984839
-10617.0,288,657.469989
-11980.0,288,657.95411
-10581.0,288,659.642889
-11522.0,288,660.264174
-11414.0,288,660.770933
-11435.0,288,661.255373
-9815.0,288,665.069298
-12787.0,288,665.703658
-12263.0,288,666.182216
-11444.0,288,667.910766
-12575.0,288,668.389504
-12947.0,288,668.864821
-9314.0,288,669.358668
-11884.0,288,669.844658
-11034.0,288,670.325634
-13135.0,288,670.945105
-10913.0,288,672.678139
-11964.0,288,673.159145
-10133.0,288,673.648251
-12367.0,288,674.126253
-11037.0,288,674.596701
-13620.0,288,675.075202
-10922.0,288,675.550088
-10926.0,288,680.802539
-10878.0,288,681.294344
-11232.0,288,681.784597
-12832.0,288,682.259309
-10049.0,288,682.89633
-10721.0,288,683.374566
-9926.0,288,683.859266
-11526.0,288,685.554267
-11607.0,288,686.03605
-10850.0,288,686.50136
-9898.0,288,686.97981
-10952.0,288,687.444646
-11341.0,288,688.053293
-9568.0,288,688.522325
-12134.0,288,690.230788
-11280.0,288,690.716293
-13028.0,288,691.192672
-11874.0,288,695.160913
-11353.0,288,695.64958
-10997.0,288,696.156909
-10675.0,288,696.640531
-9746.0,288,697.129799
-12026.0,288,698.842383
-12741.0,288,699.466579
-11884.0,288,699.941296
-11681.0,288,700.431613
-11403.0,288,700.913429
-11404.0,288,701.395601
-10730.0,288,701.87813
-12929.0,288,703.587653
-9944.0,288,704.074302
-15226.0,288,704.713231
-13040.0,288,705.199303
-11877.0,288,705.680971
-11096.0,288,706.157386
-11707.0,288,710.116942
-11893.0,288,711.837686
-13118.0,288,712.309717
-11186.0,288,712.78104
-12612.0,288,713.270963
-9450.0,288,713.767228
-10637.0,288,714.250779
-11438.0,288,714.733284
-11207.0,288,716.607088
-12063.0,288,717.09293
-12014.0,288,717.56768
-13058.0,288,718.050198
-11788.0,288,718.525939
-11666.0,288,718.996711
-10099.0,288,719.47121
-11833.0,288,721.18007
-11255.0,288,721.809774
-11906.0,288,725.669163
-11659.0,288,726.149822
-11390.0,288,726.803232
-12579.0,288,727.329008
-11684.0,288,727.806793
-11059.0,288,729.557622
-13709.0,288,730.062927
-11067.0,288,730.549551
-12662.0,288,731.047265
-11135.0,288,731.53138
-11601.0,288,732.15982
-10914.0,288,732.649181
-10830.0,288,734.366521
-11382.0,288,734.840757
-10668.0,288,735.316502
-10216.0,288,735.805059
-11507.0,288,736.279435
-14624.0,288,740.227523
-9459.0,288,740.703455
-11818.0,288,742.429004
-13050.0,288,742.914819
-10254.0,288,743.387467
-13582.0,288,744.009343
-12056.0,288,744.500399
-11278.0,288,744.97626
-11676.0,288,745.451684
-11466.0,288,747.132979
-10975.0,288,747.639842
-10812.0,288,748.106473
-12870.0,288,748.576684
-10855.0,288,749.210124
-11450.0,288,749.691011
-11931.0,288,750.172762
-11592.0,288,750.654292
-12598.0,288,752.417636
-13017.0,288,756.372428
-11985.0,288,756.857119
-14200.0,288,757.344642
-11799.0,288,757.839705
-12165.0,288,758.314764
-12841.0,288,758.787353
-11771.0,288,760.640849
-11619.0,288,761.11777
-11678.0,288,761.600838
-11743.0,288,762.096901
-12401.0,288,762.584216
-9860.0,288,763.069548
-11841.0,288,763.555077
-12304.0,288,765.242087
-12453.0,288,765.871136
-11371.0,288,766.362871
-11419.0,288,766.833882
-10853.0,288,770.649333
-10406.0,288,771.288746
-14026.0,288,771.774626
-11256.0,288,773.484552
-10866.0,288,773.971678
-10580.0,288,774.455963
-11836.0,288,774.93372
-10868.0,288,775.420953
-10453.0,288,775.911447
-11421.0,288,776.539402
-10045.0,288,778.251245
-11969.0,288,778.718449
-11333.0,288,779.188024
-12309.0,288,779.694031
-10693.0,288,780.181327
-9377.0,288,780.664567
-14810.0,288,781.128597
-11633.0,288,783.007896
-11119.0,288,786.783723
-11953.0,288,787.256692
-11351.0,288,787.723431
-12785.0,288,788.349082
-10785.0,288,788.837021
-10183.0,288,789.324635
-11656.0,288,791.00391
-12759.0,288,791.486233
-10446.0,288,791.995113
-12515.0,288,792.481458
-11234.0,288,792.964552
-12609.0,288,793.574943
-10569.0,288,794.043392
-12877.0,288,795.715465
-9712.0,288,796.220319
-9950.0,288,796.704483
-11260.0,288,797.203877
-11329.0,288,801.130128
-12394.0,288,801.620431
-10433.0,288,802.105752
-10324.0,288,803.787703
-11839.0,288,804.283721
-10894.0,288,804.909517
-11845.0,288,805.394861
-10563.0,288,805.879435
-9848.0,288,806.379957
-10998.0,288,806.862525
-12036.0,288,807.348808
-12361.0,288,809.044948
-12322.0,288,809.53102
-9984.0,288,810.162172
-11564.0,288,810.661716
-10862.0,288,811.144275
-11496.0,288,811.620859
-11465.0,288,815.59068
-11870.0,288,817.253548
-10799.0,288,817.726531
-11829.0,288,818.208826
-11013.0,288,818.68412
-10907.0,288,819.156748
-11553.0,288,819.636428
-10324.0,288,820.109376
-10538.0,288,821.980546
-10493.0,288,822.470645
-10785.0,288,822.950551
-12341.0,288,823.447228
-11509.0,288,823.94434
-10987.0,288,824.428849
-10595.0,288,824.909814
-12282.0,288,826.610392
-11187.0,288,827.239575
-11641.0,288,827.721599
-11370.0,288,831.510786
-11869.0,288,832.129638
-10300.0,288,832.621194
-11695.0,288,833.107377
-10440.0,288,834.813935
-9651.0,288,835.307775
-11375.0,288,835.796926
-12305.0,288,836.286419
-12752.0,288,836.764472
-13916.0,288,837.427424
-12251.0,288,837.978622
-12062.0,288,839.713093
-11136.0,288,840.185519
-11837.0,288,840.686907
-11055.0,288,841.168195
-11801.0,288,841.648594
-13594.0,288,842.115059
-10807.0,288,846.025883
-11254.0,288,847.727822
-12279.0,288,848.212065
-11333.0,288,848.680356
-10497.0,288,849.299013
-12194.0,288,849.774518
-11464.0,288,850.259207
-10604.0,288,850.723806
-12324.0,288,852.399901
-13116.0,288,852.905444
-10955.0,288,853.384907
-10850.0,288,853.853288
-11063.0,288,854.467784
-13465.0,288,854.995124
-10778.0,288,855.468025
-11313.0,288,857.125892
-12061.0,288,857.614427
-10476.0,288,861.579276
-9720.0,288,862.066493
-11985.0,288,862.559969
-11227.0,288,863.035002
-13269.0,288,863.522235
-10883.0,288,863.988955
-11891.0,288,865.689595
-9819.0,288,866.319364
-10261.0,288,866.798299
-11369.0,288,867.271917
-10815.0,288,867.761448
-10280.0,288,868.243593
-11777.0,288,868.778683
-12401.0,288,870.505684
-10348.0,288,870.988173
-9698.0,288,871.615682
-10767.0,288,872.093131
-13140.0,288,872.586357
-10916.0,288,876.550821
-10570.0,288,877.036199
-10520.0,288,878.739013
-9904.0,288,879.225478
-9725.0,288,879.705165
-11289.0,288,880.189472
-12336.0,288,880.687222
-11375.0,288,881.171367
-9925.0,288,881.803253
-10706.0,288,883.506092
-11132.0,288,884.013389
-11568.0,288,884.493834
-12976.0,288,884.981895
-11176.0,288,885.474088
-10447.0,288,885.958919
-9428.0,288,886.443712
-10751.0,288,888.269165
-9701.0,288,892.183177
-13219.0,288,892.678291
-11847.0,288,893.151255
-11004.0,288,893.79819
-11309.0,288,894.28727
-10995.0,288,894.772998
-12045.0,288,896.44415
-12546.0,288,896.914611
-11624.0,288,897.378136
-11094.0,288,897.846688
-11191.0,288,898.306412
-13016.0,288,898.933322
-10409.0,288,899.398849
-13152.0,288,901.078472
-11964.0,288,901.547778
-11571.0,288,902.01367
-11211.0,288,902.480907
-12262.0,288,906.416478
-12640.0,288,906.911388
-12050.0,288,907.386165
-11529.0,288,909.039479
-10940.0,288,909.519084
-11564.0,288,910.156966
-11119.0,288,910.625722
-11241.0,288,911.094486
-11730.0,288,911.560642
-12550.0,288,912.049094
-11629.0,288,913.703187
-13965.0,288,914.199516
-11438.0,288,914.660406
-13614.0,288,915.276066
-12027.0,288,915.742555
-11353.0,288,916.22216
-11121.0,288,916.695522
-12918.0,288,917.162438
-10670.0,288,922.273414
-9859.0,288,922.76206
-10504.0,288,923.26818
-11428.0,288,923.754572
-10556.0,288,924.236262
-11637.0,288,924.719113
-10906.0,288,925.214058
-13415.0,288,927.033058
-9440.0,288,927.538901
-12789.0,288,928.020446
-13309.0,288,928.516248
-11930.0,288,928.997409
-13594.0,288,929.495548
-13333.0,288,930.043123
-11430.0,288,931.798895
-10601.0,288,932.429032
-11918.0,288,932.917833
-11332.0,288,936.796022
-12953.0,288,937.279762
-13811.0,288,937.92323
-10339.0,288,938.41008
-12556.0,288,940.072275
-11083.0,288,940.56487
-12263.0,288,941.048365
-11899.0,288,941.521654
-10777.0,288,941.992356
-10619.0,288,942.471837
-10270.0,288,943.110854
-12306.0,288,944.813238
-9881.0,288,945.302531
-12208.0,288,945.783429
-11323.0,288,946.275875
-12115.0,288,946.7665
-10179.0,288,947.262858
-12053.0,288,947.887723
-11341.0,288,952.948212
-12493.0,288,953.430151
-10674.0,288,953.92631
-12613.0,288,954.555817
-10731.0,288,955.038087
-12073.0,288,955.528275
-10788.0,288,956.026124
-11705.0,288,957.745075
-11750.0,288,958.234051
-9864.0,288,958.717801
-11356.0,288,959.19423
-10651.0,288,959.811872
