#{"t_start": 1741205803.8407016, "env_id": "None"}
r,l,t
-11467.0,288,146.06962
-11984.0,288,147.751788
-11534.0,288,148.225702
-11862.0,288,148.692635
-11379.0,288,152.202545
-11191.0,288,152.747347
-11271.0,288,153.217197
-13037.0,288,153.686806
-10044.0,288,155.501316
-10957.0,288,155.991839
-9698.0,288,156.45764
-9819.0,288,156.92102
-10947.0,288,157.385784
-11692.0,288,157.866972
-10723.0,288,158.38967
-11292.0,288,160.211604
-12245.0,288,161.0275
-11605.0,288,161.552373
-11174.0,288,162.019712
-13864.0,288,162.485907
-10957.0,288,162.974051
-12080.0,288,166.527843
-11250.0,288,167.033075
-11493.0,288,168.712938
-10533.0,288,169.191962
-10944.0,288,169.678751
-11020.0,288,170.149563
-9507.0,288,170.767045
-10219.0,288,171.238315
-12447.0,288,171.746359
-10492.0,288,173.436607
-11847.0,288,173.931421
-13346.0,288,174.417064
-11659.0,288,174.896676
-14042.0,288,175.391681
-11285.0,288,176.071963
-10063.0,288,176.546171
-9891.0,288,178.24777
-12766.0,288,178.734238
-11503.0,288,182.494951
-9553.0,288,182.988833
-12138.0,288,183.477096
-10383.0,288,183.967295
-11253.0,288,184.455586
-12138.0,288,186.157414
-11151.0,288,186.646474
-9348.0,288,187.290401
-10738.0,288,187.779548
-12221.0,288,188.26862
-10759.0,288,188.751298
-11919.0,288,189.244932
-10354.0,288,190.957839
-10746.0,288,191.464458
-11548.0,288,191.95511
-11094.0,288,192.598686
-12180.0,288,193.087135
-10007.0,288,196.615354
-10744.0,288,197.233613
-10618.0,288,198.908953
-10697.0,288,199.385624
-8917.0,288,199.880473
-12707.0,288,200.376633
-11034.0,288,200.871694
-10918.0,288,201.342003
-11875.0,288,201.82163
-11075.0,288,203.638274
-12494.0,288,204.122517
-10430.0,288,204.622533
-12929.0,288,205.107561
-13868.0,288,205.595297
-11842.0,288,206.079915
-10094.0,288,206.562619
-9724.0,288,208.245414
-10556.0,288,208.897311
-11002.0,288,212.434252
-11743.0,288,212.911265
-9803.0,288,213.548519
-10496.0,288,214.031388
-12671.0,288,214.511292
-10461.0,288,216.207351
-14267.0,288,216.735247
-12320.0,288,217.22093
-11633.0,288,217.719265
-11380.0,288,218.204845
-11836.0,288,218.831133
-10709.0,288,219.31291
-13835.0,288,219.808644
-10028.0,288,221.514238
-11984.0,288,222.00804
-11212.0,288,222.509561
-10976.0,288,222.992008
-10603.0,288,226.783824
-10769.0,288,227.262138
-12246.0,288,227.733206
-11306.0,288,229.414681
-12372.0,288,229.886311
-10064.0,288,230.52037
-12757.0,288,231.013789
-9839.0,288,231.503947
-12485.0,288,231.998097
-11847.0,288,232.483985
-10757.0,288,234.185793
-11296.0,288,234.667976
-11035.0,288,235.149741
-10500.0,288,235.790436
-12533.0,288,236.273752
-10055.0,288,236.756868
-9029.0,288,237.245489
-10505.0,288,242.332127
-11936.0,288,242.815584
-11145.0,288,243.301254
-12687.0,288,243.783684
-10775.0,288,244.267315
-11313.0,288,244.740526
-12187.0,288,245.238831
-12109.0,288,247.071936
-11953.0,288,247.560503
-10286.0,288,248.052574
-11231.0,288,248.546412
-11372.0,288,249.029431
-11678.0,288,249.508028
-13114.0,288,249.991746
-11538.0,288,251.704886
-10671.0,288,252.332976
-12921.0,288,252.820515
-11068.0,288,253.316474
-11628.0,288,256.890721
-11254.0,288,257.533554
-11500.0,288,258.005418
-11408.0,288,259.683854
-11077.0,288,260.163034
-10242.0,288,260.638723
-10652.0,288,261.119587
-11408.0,288,261.603515
-10909.0,288,262.232989
-11020.0,288,262.714327
-11269.0,288,264.406917
-11179.0,288,264.896307
-11813.0,288,265.374133
-10463.0,288,265.910241
-12138.0,288,266.45916
-12681.0,288,266.941231
-10766.0,288,267.586608
-11045.0,288,272.502488
-12385.0,288,273.014732
-13364.0,288,273.497021
-11668.0,288,274.117528
-10436.0,288,274.590948
-12838.0,288,275.076566
-11768.0,288,275.548915
-11084.0,288,276.020178
-10138.0,288,277.71107
-11542.0,288,278.1893
-12443.0,288,278.659558
-11968.0,288,279.274006
-10815.0,288,279.764182
-10558.0,288,280.235478
-10540.0,288,280.716218
-12886.0,288,282.434321
-11863.0,288,282.913984
-13303.0,288,286.634858
-12178.0,288,287.108809
-10610.0,288,287.590036
-12181.0,288,288.072885
-11498.0,288,288.562331
-10342.0,288,290.383729
-12179.0,288,290.865077
-11881.0,288,291.337639
-10879.0,288,291.811933
-11446.0,288,292.281421
-11648.0,288,292.758998
-11419.0,288,293.231985
-10941.0,288,294.926256
-10612.0,288,295.549364
-11945.0,288,296.020411
-12437.0,288,296.503031
-12432.0,288,297.01231
-10040.0,288,297.509671
-11929.0,288,301.185856
-11642.0,288,302.906411
-11061.0,288,303.387531
-12101.0,288,303.877686
-11454.0,288,304.35726
-11221.0,288,304.835465
-10398.0,288,305.308491
-12214.0,288,305.955698
-11642.0,288,307.624605
-11871.0,288,308.106824
-12098.0,288,308.584146
-12462.0,288,309.063708
-11041.0,288,309.541495
-9900.0,288,310.02121
-10466.0,288,310.511967
-10030.0,288,312.318513
-10440.0,288,312.807852
-12624.0,288,316.439422
-11261.0,288,317.078376
-10147.0,288,317.561432
-10880.0,288,318.041398
-13883.0,288,318.523562
-11101.0,288,320.213328
-10113.0,288,320.695558
-10076.0,288,321.168344
-11308.0,288,321.654725
-11722.0,288,322.27188
-12435.0,288,322.737149
-11971.0,288,323.208587
-11074.0,288,324.888427
-14017.0,288,325.376004
-10837.0,288,325.859463
-12852.0,288,326.332179
-10519.0,288,326.804338
-9709.0,288,330.567549
-9822.0,288,331.04573
-11044.0,288,331.530554
-11655.0,288,333.368417
-10302.0,288,333.852969
-10772.0,288,334.33085
-10251.0,288,334.815248
-10382.0,288,335.292389
-11170.0,288,335.771107
-10096.0,288,336.246778
-11531.0,288,337.947919
-11984.0,288,338.568326
-11572.0,288,339.065729
-11778.0,288,339.535808
-11505.0,288,340.007418
-12255.0,288,340.484643
-10496.0,288,340.969033
-11058.0,288,342.655602
-13018.0,288,346.346913
-11533.0,288,346.808432
-10970.0,288,347.288135
-11309.0,288,347.761075
-12812.0,288,348.226194
-10666.0,288,348.830089
-10082.0,288,350.509661
-11652.0,288,350.971995
-13085.0,288,351.43376
-11507.0,288,351.905656
-10566.0,288,352.401144
-9313.0,288,352.876581
-11221.0,288,353.339772
-11367.0,288,355.164908
-11311.0,288,355.650327
-10380.0,288,356.13431
-12192.0,288,356.631356
-10556.0,288,360.288044
-10536.0,288,360.769399
-10735.0,288,361.261101
-12990.0,288,362.924577
-11031.0,288,363.40419
-10182.0,288,363.885091
-10797.0,288,364.366661
-11875.0,288,364.973328
-10726.0,288,365.444886
-10399.0,288,365.907381
-11812.0,288,367.582255
-11488.0,288,368.04388
-9992.0,288,368.506311
-9636.0,288,368.96481
-10609.0,288,369.426021
-11485.0,288,370.042059
-12566.0,288,370.509638
-12767.0,288,372.176408
-8948.0,288,375.89038
-10553.0,288,376.373358
-11455.0,288,376.851826
-11993.0,288,377.333789
-11730.0,288,377.808992
-13783.0,288,378.289755
-10739.0,288,379.969246
-10228.0,288,380.471239
-13447.0,288,381.114397
-9776.0,288,381.595909
-12235.0,288,382.072482
-11409.0,288,382.554883
-11919.0,288,383.048755
-10717.0,288,383.53459
-10342.0,288,385.214626
-11216.0,288,385.691494
-10811.0,288,386.317997
-11651.0,288,389.872451
-12101.0,288,390.352957
-10121.0,288,390.980081
-9160.0,288,391.461771
-10096.0,288,393.159679
-12669.0,288,393.635536
-12358.0,288,394.118355
-10017.0,288,394.611104
-11120.0,288,395.086727
-12814.0,288,395.560106
-11478.0,288,396.188283
-10841.0,288,397.872892
-11820.0,288,398.343712
-11026.0,288,398.821859
-10071.0,288,399.298157
-10870.0,288,399.7775
-10841.0,288,400.253525
-10611.0,288,403.934529
-10174.0,288,405.600348
-12429.0,288,406.076764
-10086.0,288,406.555997
-9762.0,288,407.039666
-13989.0,288,407.679609
-10580.0,288,408.157037
-12202.0,288,408.64374
-11744.0,288,410.357198
-10563.0,288,410.854134
-12518.0,288,411.323148
-11507.0,288,411.806908
-11284.0,288,412.280745
-11431.0,288,412.894632
-11474.0,288,413.368372
-11408.0,288,415.065168
-11864.0,288,415.540614
-10509.0,288,416.046433
-10633.0,288,419.742682
-10996.0,288,420.213728
-11321.0,288,420.710949
-10525.0,288,421.19411
-12880.0,288,422.904079
-10469.0,288,423.388338
-12113.0,288,424.025854
-10537.0,288,424.509923
-10522.0,288,425.00598
-11414.0,288,425.475148
-11575.0,288,425.948647
-12922.0,288,427.636014
-11734.0,288,428.116421
-12307.0,288,428.585479
-13033.0,288,429.20112
-11408.0,288,429.686646
-11644.0,288,430.157105
-11998.0,288,433.866678
-9214.0,288,435.528186
-11288.0,288,436.048253
-11850.0,288,436.529405
-10637.0,288,437.015396
-9237.0,288,437.484544
-10918.0,288,437.953925
-11939.0,288,438.436674
-11600.0,288,439.071903
-11567.0,288,440.801917
-11645.0,288,441.27195
-11208.0,288,441.741375
-12656.0,288,442.218623
-11200.0,288,442.704648
-11945.0,288,443.180811
-11272.0,288,443.659554
-12116.0,288,445.56594
-13787.0,288,449.117264
-12068.0,288,449.599453
-11736.0,288,450.227504
-10674.0,288,450.706638
-12585.0,288,451.184859
-12298.0,288,451.671739
-12557.0,288,453.43768
-11385.0,288,453.928039
-10003.0,288,454.402598
-11811.0,288,454.875181
-11500.0,288,455.495918
-11497.0,288,455.982107
-10796.0,288,456.462315
-11788.0,288,458.165793
-11652.0,288,458.640156
-11248.0,288,459.116184
-10822.0,288,459.592222
-12816.0,288,460.07722
-13634.0,288,463.850206
-11388.0,288,464.323682
-12426.0,288,466.016808
-10477.0,288,466.509849
-10453.0,288,467.155499
-11299.0,288,467.639534
-12554.0,288,468.124197
-12191.0,288,468.605056
-10155.0,288,469.102653
-12103.0,288,470.756507
-10353.0,288,471.236181
-12939.0,288,471.702474
-11890.0,288,472.324228
-10727.0,288,472.794713
-11440.0,288,473.28471
-11748.0,288,473.760117
-11538.0,288,475.42218
-13370.0,288,479.159231
-11160.0,288,479.634765
-11630.0,288,480.129659
-10197.0,288,480.609817
-12173.0,288,481.088449
-11567.0,288,481.566217
-11409.0,288,483.414355
-11007.0,288,483.888122
-10737.0,288,484.368174
-11699.0,288,484.838229
-11672.0,288,485.309855
-14009.0,288,485.789062
-10600.0,288,486.269593
-12945.0,288,487.939363
-12085.0,288,488.581254
-10435.0,288,489.072034
-10253.0,288,489.55742
-11688.0,288,493.192019
-11254.0,288,493.671613
-11717.0,288,494.152275
-11575.0,288,494.637362
-10933.0,288,496.327375
-10611.0,288,496.79846
-12232.0,288,497.264321
-10929.0,288,497.762084
-13097.0,288,498.393131
-10572.0,288,498.876843
-10539.0,288,499.354537
-12633.0,288,501.054145
-11551.0,288,501.536957
-10013.0,288,502.024264
-11676.0,288,502.499939
-9390.0,288,502.966363
-11484.0,288,503.587558
-11527.0,288,504.057185
-10414.0,288,508.727345
-11389.0,288,509.342762
-10823.0,288,509.840467
-11799.0,288,510.312717
-9651.0,288,510.799576
-14159.0,288,511.274832
-11590.0,288,511.759411
-10343.0,288,513.444159
-13231.0,288,513.927032
-13172.0,288,514.554081
-10316.0,288,515.034681
-10892.0,288,515.531102
-11880.0,288,516.019829
-10895.0,288,516.505674
-12309.0,288,518.218134
-11198.0,288,518.689922
-10620.0,288,519.158837
-13826.0,288,522.877492
-11898.0,288,523.345599
-10789.0,288,523.823426
-12894.0,288,524.311352
-12614.0,288,526.113964
-11502.0,288,526.625271
-11787.0,288,527.111281
-10545.0,288,527.58533
-11243.0,288,528.063053
-9538.0,288,528.554772
-11722.0,288,529.039702
-10749.0,288,530.722111
-11379.0,288,531.327729
-10992.0,288,531.789773
-9678.0,288,532.257203
-10917.0,288,532.740485
-10956.0,288,533.217784
-10544.0,288,533.680836
-9808.0,288,538.48916
-12885.0,288,538.965078
-11262.0,288,539.437495
-10974.0,288,539.906398
-10418.0,288,540.363152
-11192.0,288,540.967842
-10810.0,288,541.427735
-9975.0,288,543.116538
-11159.0,288,543.611854
-8694.0,288,544.103518
-11114.0,288,544.582659
-12075.0,288,545.061684
-12726.0,288,545.53869
-12192.0,288,546.160039
-11106.0,288,546.618328
-10360.0,288,548.295503
-11976.0,288,548.777444
-11945.0,288,552.431504
-11805.0,288,552.909593
-11290.0,288,553.371905
-11041.0,288,553.839656
-10192.0,288,554.30275
-10569.0,288,555.990916
-11860.0,288,556.458976
-10221.0,288,557.077764
-11117.0,288,557.540881
-11163.0,288,558.005005
-11099.0,288,558.487616
-11803.0,288,558.96965
-11107.0,288,560.660959
-11462.0,288,561.141683
-13509.0,288,561.63667
-12139.0,288,562.254337
-11946.0,288,562.721526
-13458.0,288,566.216321
-11670.0,288,566.836925
-11896.0,288,568.541398
-10784.0,288,569.024691
-10290.0,288,569.495299
-10435.0,288,569.968004
-11764.0,288,570.459731
-9671.0,288,570.93856
-11812.0,288,571.418225
-12342.0,288,573.269792
-11267.0,288,573.737746
-11807.0,288,574.213614
-11446.0,288,574.697922
-10756.0,288,575.170041
-11285.0,288,575.63546
-10744.0,288,576.116686
-11720.0,288,577.825723
-11784.0,288,578.450515
-11367.0,288,582.157721
-10715.0,288,582.624628
-11017.0,288,583.112359
-11171.0,288,583.739255
-11659.0,288,584.211744
-10968.0,288,585.8955
-12191.0,288,586.387124
-11754.0,288,586.855338
-12443.0,288,587.3465
-11453.0,288,587.813707
-11294.0,288,588.294962
-11857.0,288,588.912316
-9534.0,288,590.576974
-11332.0,288,591.061983
-11957.0,288,591.539901
-11126.0,288,592.009656
-12307.0,288,592.498261
-12169.0,288,596.316953
-11262.0,288,596.808496
-11820.0,288,598.536721
-10909.0,288,599.043024
-12407.0,288,599.521891
-12337.0,288,600.145275
-10599.0,288,600.643873
-13934.0,288,601.134636
-10699.0,288,601.619022
-12153.0,288,602.100958
-12235.0,288,603.805801
-12618.0,288,604.282056
-12935.0,288,604.755869
-12535.0,288,605.377095
-10811.0,288,605.867795
-11888.0,288,606.349914
-14335.0,288,606.829935
-12757.0,288,611.980258
-10213.0,288,612.48388
-11858.0,288,612.972608
-11554.0,288,613.441628
-12857.0,288,613.909671
-10087.0,288,614.3916
-10865.0,288,614.874485
-11182.0,288,616.527725
-11039.0,288,617.149801
-11383.0,288,617.633551
-11633.0,288,618.113261
-10131.0,288,618.599622
-13093.0,288,619.091833
-11071.0,288,619.574264
-10333.0,288,621.285844
-11581.0,288,621.757576
-11419.0,288,622.369701
-11330.0,288,622.843257
-11269.0,288,626.488802
-11127.0,288,627.112113
-12273.0,288,627.669684
-11847.0,288,629.352542
-11768.0,288,629.843475
-12602.0,288,630.319937
-11508.0,288,630.801233
-11183.0,288,631.278121
-12716.0,288,631.757299
-10759.0,288,632.394887
-9241.0,288,634.068476
-11800.0,288,634.564191
-11434.0,288,635.045677
-11159.0,288,635.524608
-11679.0,288,636.052714
-9659.0,288,636.5379
-10752.0,288,637.069977
-11073.0,288,642.247539
-14119.0,288,642.73289
-11047.0,288,643.221689
-11895.0,288,643.698125
-10904.0,288,644.32016
-10308.0,288,644.79596
-9661.0,288,645.277476
-11459.0,288,646.928774
-11743.0,288,647.423784
-10514.0,288,647.902741
-11545.0,288,648.375489
-11812.0,288,648.847114
-11036.0,288,649.460137
-10891.0,288,649.951434
-12716.0,288,651.603618
-11786.0,288,652.117122
-10963.0,288,652.585216
-11700.0,288,656.405985
-13537.0,288,656.908103
-11854.0,288,657.388923
-11498.0,288,657.89479
-13936.0,288,658.380762
-11293.0,288,660.032613
-11403.0,288,660.651744
-10926.0,288,661.119049
-10885.0,288,661.580097
-10780.0,288,662.048107
-10607.0,288,662.51189
-12588.0,288,662.986033
-10141.0,288,664.62219
-9389.0,288,665.104481
-13574.0,288,665.721406
-11490.0,288,666.204524
-10419.0,288,666.684758
-13326.0,288,667.182214
-10327.0,288,670.976112
-11680.0,288,672.689576
-12228.0,288,673.164696
-13360.0,288,673.632608
-10331.0,288,674.121701
-12550.0,288,674.593824
-10995.0,288,675.060534
-11332.0,288,675.527344
-13903.0,288,677.350159
-9579.0,288,677.831694
-11381.0,288,678.327444
-10910.0,288,678.807652
-11258.0,288,679.28752
-11486.0,288,679.787457
-11238.0,288,680.277673
-11637.0,288,681.968542
-11285.0,288,682.606516
-12412.0,288,686.240565
-11520.0,288,686.725844
-11926.0,288,687.368197
-10039.0,288,687.855023
-12052.0,288,688.338223
-11315.0,288,690.015935
-13247.0,288,690.49154
-14303.0,288,690.969856
-11565.0,288,691.466681
-12480.0,288,691.949499
-10017.0,288,692.564629
-11569.0,288,693.044808
-12799.0,288,694.743946
-13833.0,288,695.242876
-12735.0,288,695.714777
-10047.0,288,696.202524
-9965.0,288,696.666669
-10400.0,288,700.499732
-11929.0,288,700.982291
-13411.0,288,702.698196
-12877.0,288,703.186398
-10291.0,288,703.66328
-10298.0,288,704.288658
-13451.0,288,704.768075
-9806.0,288,705.243107
-12499.0,288,705.726744
-11994.0,288,707.43588
-9952.0,288,707.927878
-10634.0,288,708.396646
-11576.0,288,708.865876
-11791.0,288,709.50508
-10121.0,288,709.987181
-12302.0,288,710.466476
-12538.0,288,710.947568
-11560.0,288,712.644668
-10688.0,288,716.525205
-11243.0,288,717.023474
-12646.0,288,717.496068
-11414.0,288,717.978889
-10407.0,288,718.452436
-10894.0,288,718.926887
-11928.0,288,720.754692
-10938.0,288,721.233537
-13620.0,288,721.714282
-13256.0,288,722.195409
-10501.0,288,722.684915
-14073.0,288,723.153862
-11599.0,288,723.639424
-12922.0,288,725.401638
-11784.0,288,726.022498
-11829.0,288,726.50593
-11435.0,288,726.999285
-10388.0,288,730.670906
-12738.0,288,731.305864
-11188.0,288,731.790433
-10316.0,288,733.461426
-11340.0,288,733.938339
-12125.0,288,734.417854
-11846.0,288,734.894936
-13595.0,288,735.37354
-11112.0,288,735.860692
-10685.0,288,736.485079
-12777.0,288,738.173636
-10752.0,288,738.655057
-11301.0,288,739.131118
-13346.0,288,739.615693
-11427.0,288,740.107574
-11209.0,288,740.587577
-10700.0,288,741.070122
-10719.0,288,742.906749
-11380.0,288,746.574579
-11673.0,288,747.046957
-11174.0,288,747.675749
-11116.0,288,748.155938
-9881.0,288,748.635806
-10508.0,288,749.132689
-11900.0,288,750.815539
-13214.0,288,751.307819
-10788.0,288,751.782143
-11021.0,288,752.247942
-11112.0,288,752.871155
-13476.0,288,753.380386
-12281.0,288,753.862283
-9759.0,288,755.55209
-10669.0,288,756.034855
-11439.0,288,756.521217
-9952.0,288,757.008595
-10722.0,288,760.863843
-11144.0,288,761.347156
-12031.0,288,761.834198
-11885.0,288,763.498508
-12314.0,288,764.124556
-10989.0,288,764.615076
-12958.0,288,765.113492
-10114.0,288,765.59528
-9983.0,288,766.062352
-10360.0,288,766.533553
-11734.0,288,766.99924
-11659.0,288,768.686346
-10961.0,288,769.299891
-10641.0,288,769.76672
-10074.0,288,770.230546
-11711.0,288,770.693583
-10660.0,288,771.184333
-10543.0,288,774.968241
-12773.0,288,776.656421
-12464.0,288,777.122856
-11670.0,288,777.61206
-12203.0,288,778.101712
-12970.0,288,778.585674
-12940.0,288,779.063047
-10786.0,288,779.688791
-10224.0,288,781.349512
-10752.0,288,781.845782
-12263.0,288,782.328635
-9553.0,288,782.812496
-13276.0,288,783.292677
-12414.0,288,783.760907
-10298.0,288,784.244361
-10389.0,288,786.070571
-11679.0,288,786.571236
-10698.0,288,787.053211
-12548.0,288,790.816745
-12578.0,288,791.463726
-11241.0,288,791.967247
-10503.0,288,792.444581
-12682.0,288,794.126134
-9815.0,288,794.58652
-11981.0,288,795.060495
-12098.0,288,795.525959
-10949.0,288,795.991185
-10605.0,288,796.596918
-12086.0,288,797.058816
-11519.0,288,798.796336
-11196.0,288,799.285123
-10221.0,288,799.784791
-10661.0,288,800.260108
-11866.0,288,800.716505
-11578.0,288,801.186139
-9981.0,288,805.152386
-10956.0,288,806.847619
-11212.0,288,807.334471
-11339.0,288,807.96454
-12541.0,288,808.463825
-11383.0,288,808.951188
-11896.0,288,809.437982
-11578.0,288,809.924671
-9691.0,288,811.638313
-14977.0,288,812.121178
-12325.0,288,812.598473
-10642.0,288,813.231815
-11452.0,288,813.717731
-12138.0,288,814.202007
-11857.0,288,814.681498
-10007.0,288,816.33146
-12993.0,288,816.821037
-12576.0,288,820.723843
-11958.0,288,821.209229
-11014.0,288,821.693915
-13398.0,288,822.173141
-12929.0,288,822.651797
-12947.0,288,823.134711
-10396.0,288,824.986934
-9301.0,288,825.464242
-11149.0,288,825.949072
-12781.0,288,826.424693
-11289.0,288,826.892679
-9857.0,288,827.36278
-11835.0,288,827.830693
-12334.0,288,829.526228
-10407.0,288,830.149808
-13126.0,288,830.639904
-12427.0,288,831.11779
-11770.0,288,831.599854
-12342.0,288,835.380539
-12504.0,288,835.859851
-14075.0,288,837.557804
-11581.0,288,838.035005
-10957.0,288,838.504957
-13310.0,288,838.974858
-11124.0,288,839.46228
-10579.0,288,840.070524
-11984.0,288,840.539262
-11944.0,288,842.229962
-12352.0,288,842.704947
-10557.0,288,843.175039
-9934.0,288,843.652947
-11628.0,288,844.129834
-10811.0,288,844.610424
-11544.0,288,845.239615
-11896.0,288,846.936829
-11380.0,288,850.506175
-10484.0,288,851.129618
-9730.0,288,851.617706
-10896.0,288,852.101259
-10454.0,288,852.590204
-12017.0,288,853.06673
-9220.0,288,854.749817
-11268.0,288,855.228514
-11936.0,288,855.707858
-10625.0,288,856.337749
-11464.0,288,856.833565
-12063.0,288,857.317758
-12163.0,288,857.799624
-11043.0,288,859.491281
-11013.0,288,859.97416
-12276.0,288,860.450078
-10381.0,288,860.927781
-11827.0,288,864.659291
-9968.0,288,865.134222
-12108.0,288,865.627124
-10987.0,288,867.311442
-11564.0,288,867.957027
-10926.0,288,868.423332
-12750.0,288,868.890444
-11898.0,288,869.359872
-10445.0,288,869.83348
-12611.0,288,870.317495
-13109.0,288,871.953666
-12403.0,288,872.457534
-13382.0,288,873.086732
-10145.0,288,873.57495
-11530.0,288,874.136735
-11803.0,288,874.688731
-9939.0,288,875.216292
-10784.0,288,875.862319
-11424.0,288,881.775236
-11807.0,288,882.311153
-11704.0,288,882.810289
-12044.0,288,883.325535
-11199.0,288,883.81109
-10791.0,288,884.59091
-10450.0,288,885.354695
-11280.0,288,887.188095
-10491.0,288,887.689476
-11081.0,288,888.211084
-13220.0,288,888.744778
-9964.0,288,889.228776
-10953.0,288,889.719823
-9450.0,288,890.410228
-11796.0,288,892.416041
-11459.0,288,892.903696
-12450.0,288,893.379053
-10906.0,288,897.889388
-12867.0,288,898.412208
-12560.0,288,898.963989
-11704.0,288,899.476483
-11567.0,288,901.337872
-12764.0,288,901.825582
-10974.0,288,902.307851
-11355.0,288,902.938403
-14032.0,288,903.435601
-13251.0,288,903.919324
-12489.0,288,904.407709
-10974.0,288,906.118487
-12278.0,288,906.60008
-12070.0,288,907.090285
-12699.0,288,907.566927
-14791.0,288,908.207894
-9974.0,288,908.686074
-11276.0,288,909.161398
-12514.0,288,914.043354
-11249.0,288,914.664923
-12110.0,288,915.131195
-12495.0,288,915.592517
-11505.0,288,916.055409
-11226.0,288,916.534871
-11817.0,288,916.998428
-11010.0,288,918.663541
-11511.0,288,919.136867
-9691.0,288,919.752512
-11317.0,288,920.215051
-12327.0,288,920.675243
